country,question_id,gps_dimension,response_type,option_code,option_label,count,n_valid,n_country,prob,polarity,question_text
CHN,Q50,patience,scale_1_10,6,6,493,3027,3036,0.16286752560290718,1,How satisfied are you with the financial situation of your household on a scale from 1 to 10?
CHN,Q50,patience,scale_1_10,7,7,492,3027,3036,0.16253716551040634,1,How satisfied are you with the financial situation of your household on a scale from 1 to 10?
CHN,Q50,patience,scale_1_10,8,8,575,3027,3036,0.1899570531879749,1,How satisfied are you with the financial situation of your household on a scale from 1 to 10?
CHN,Q50,patience,scale_1_10,9,9,216,3027,3036,0.07135777998017839,1,How satisfied are you with the financial situation of your household on a scale from 1 to 10?
CHN,Q50,patience,scale_1_10,10,Completely satisfied,333,3027,3036,0.11000991080277503,1,How satisfied are you with the financial situation of your household on a scale from 1 to 10?
CHN,Q57,trust,single_choice_2,1,Most people can be trusted,1969,3009,3036,0.6543702226653373,-1,"Generally speaking, would you say that most people can be trusted or that you need to be very careful in dealing with people?"
CHN,Q57,trust,single_choice_2,2,Need to be very careful,1040,3009,3036,0.34562977733466266,-1,"Generally speaking, would you say that most people can be trusted or that you need to be very careful in dealing with people?"
CHN,Q58,trust,single_choice_4,1,Trust completely,2585,3027,3036,0.853980839114635,-1,"How much do you trust your family: completely, somewhat, not very much or not at all?"
CHN,Q58,trust,single_choice_4,2,Trust somewhat,421,3027,3036,0.13908159894284772,-1,"How much do you trust your family: completely, somewhat, not very much or not at all?"
CHN,Q58,trust,single_choice_4,3,Do not trust very much,19,3027,3036,0.006276841757515692,-1,"How much do you trust your family: completely, somewhat, not very much or not at all?"
CHN,Q58,trust,single_choice_4,4,Do not trust at all,2,3027,3036,0.0006607201850016518,-1,"How much do you trust your family: completely, somewhat, not very much or not at all?"
CHN,Q59,trust,single_choice_4,1,Trust completely,480,3026,3036,0.15862524785194976,-1,"How much do you trust your neighborhood: completely, somewhat, not very much or not at all?"
CHN,Q59,trust,single_choice_4,2,Trust somewhat,2061,3026,3036,0.6810971579643094,-1,"How much do you trust your neighborhood: completely, somewhat, not very much or not at all?"
CHN,Q59,trust,single_choice_4,3,Do not trust very much,465,3026,3036,0.15366820885657634,-1,"How much do you trust your neighborhood: completely, somewhat, not very much or not at all?"
CHN,Q59,trust,single_choice_4,4,Do not trust at all,20,3026,3036,0.006609385327164574,-1,"How much do you trust your neighborhood: completely, somewhat, not very much or not at all?"
CHN,Q60,trust,single_choice_4,1,Trust completely,417,3025,3036,0.13785123966942148,-1,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?"
CHN,Q60,trust,single_choice_4,2,Trust somewhat,2250,3025,3036,0.743801652892562,-1,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?"
CHN,Q60,trust,single_choice_4,3,Do not trust very much,345,3025,3036,0.1140495867768595,-1,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?"
CHN,Q60,trust,single_choice_4,4,Do not trust at all,13,3025,3036,0.004297520661157025,-1,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?"
CHN,Q61,trust,single_choice_4,1,Trust completely,24,3022,3036,0.007941760423560556,-1,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?"
CHN,Q61,trust,single_choice_4,2,Trust somewhat,381,3022,3036,0.12607544672402382,-1,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?"
CHN,Q61,trust,single_choice_4,3,Do not trust very much,2039,3022,3036,0.6747187293183322,-1,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?"
CHN,Q61,trust,single_choice_4,4,Do not trust at all,578,3022,3036,0.1912640635340834,-1,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?"
CHN,Q62,trust,single_choice_4,1,Trust completely,17,2998,3036,0.005670446964643095,-1,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?"
CHN,Q62,trust,single_choice_4,2,Trust somewhat,593,2998,3036,0.19779853235490327,-1,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?"
CHN,Q62,trust,single_choice_4,3,Do not trust very much,1712,2998,3036,0.57104736490994,-1,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?"
CHN,Q62,trust,single_choice_4,4,Do not trust at all,676,2998,3036,0.22548365577051369,-1,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?"
CHN,Q63,trust,single_choice_4,1,Trust completely,16,2997,3036,0.005338672005338672,-1,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?"
CHN,Q63,trust,single_choice_4,2,Trust somewhat,497,2997,3036,0.1658324991658325,-1,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?"
CHN,Q63,trust,single_choice_4,3,Do not trust very much,1738,2997,3036,0.5799132465799133,-1,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?"
CHN,Q63,trust,single_choice_4,4,Do not trust at all,746,2997,3036,0.24891558224891558,-1,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?"
CHN,Q64,trust,single_choice_4,1,A great deal,82,3007,3036,0.02726970402394413,-1,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q64,trust,single_choice_4,2,Quite a lot,545,3007,3036,0.18124376454938476,-1,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q64,trust,single_choice_4,3,Not very much,1681,3007,3036,0.5590289324908547,-1,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q64,trust,single_choice_4,4,None at all,699,3007,3036,0.23245759893581644,-1,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q69,trust,single_choice_4,1,A great deal,883,3026,3036,0.29180436219431594,-1,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q69,trust,single_choice_4,2,Quite a lot,1704,3026,3036,0.5631196298744217,-1,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q69,trust,single_choice_4,3,Not very much,378,3026,3036,0.12491738268341045,-1,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q69,trust,single_choice_4,4,None at all,61,3026,3036,0.02015862524785195,-1,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q70,trust,single_choice_4,1,A great deal,868,3022,3036,0.2872270019854401,-1,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q70,trust,single_choice_4,2,Quite a lot,1739,3022,3036,0.5754467240238252,-1,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q70,trust,single_choice_4,3,Not very much,371,3022,3036,0.12276637988087359,-1,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q70,trust,single_choice_4,4,None at all,44,3022,3036,0.01455989410986102,-1,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q71,trust,single_choice_4,1,A great deal,1487,3027,3036,0.4912454575487281,-1,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q71,trust,single_choice_4,2,Quite a lot,1402,3027,3036,0.4631648496861579,-1,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q71,trust,single_choice_4,3,Not very much,118,3027,3036,0.03898249091509746,-1,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q71,trust,single_choice_4,4,None at all,20,3027,3036,0.006607201850016518,-1,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q73,trust,single_choice_4,1,A great deal,1175,3022,3036,0.3888153540701522,-1,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q73,trust,single_choice_4,2,Quite a lot,1622,3022,3036,0.5367306419589676,-1,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q73,trust,single_choice_4,3,Not very much,197,3022,3036,0.06518861681005957,-1,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q73,trust,single_choice_4,4,None at all,28,3022,3036,0.009265387160820648,-1,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q81,posrecip,single_choice_4,1,A great deal,426,3017,3036,0.14119986741796486,-1,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q81,posrecip,single_choice_4,2,Quite a lot,1789,3017,3036,0.5929731521378853,-1,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q81,posrecip,single_choice_4,3,Not very much,693,3017,3036,0.2296983758700696,-1,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q81,posrecip,single_choice_4,4,None at all,109,3017,3036,0.036128604574080216,-1,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
CHN,Q99,altruism,single_choice_3,2,Active member,45,3023,3036,0.014885874958650347,1,"Are you an active member, an inactive member, or not a member of an environmental organization?"
CHN,Q99,altruism,single_choice_3,1,Inactive member,74,3023,3036,0.02447899437644724,1,"Are you an active member, an inactive member, or not a member of an environmental organization?"
CHN,Q99,altruism,single_choice_3,0,Don't belong,2904,3023,3036,0.9606351306649025,1,"Are you an active member, an inactive member, or not a member of an environmental organization?"
CHN,Q101,altruism,single_choice_3,2,Active member,23,3019,3036,0.0076184166942696255,1,"Are you an active member, an inactive member, or not a member of humanitarian or a charitable organization?"
CHN,Q101,altruism,single_choice_3,1,Inactive member,64,3019,3036,0.02119907254057635,1,"Are you an active member, an inactive member, or not a member of humanitarian or a charitable organization?"
CHN,Q101,altruism,single_choice_3,0,Don't belong,2932,3019,3036,0.971182510765154,1,"Are you an active member, an inactive member, or not a member of humanitarian or a charitable organization?"
CHN,Q103,altruism,single_choice_3,2,Active member,59,3020,3036,0.0195364238410596,1,"Are you an active member, an inactive member, or not a member of a self-help group or a mutual aid group?"
CHN,Q103,altruism,single_choice_3,1,Inactive member,172,3020,3036,0.05695364238410596,1,"Are you an active member, an inactive member, or not a member of a self-help group or a mutual aid group?"
CHN,Q103,altruism,single_choice_3,0,Don't belong,2789,3020,3036,0.9235099337748345,1,"Are you an active member, an inactive member, or not a member of a self-help group or a mutual aid group?"
CHN,Q106,risktaking,scale_1_10,1,nan,285,3026,3036,0.09418374091209518,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,2,,228,3026,3036,0.07534699272967614,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,3,,311,3026,3036,0.10277594183740912,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,4,,209,3026,3036,0.0690680766688698,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,5,,449,3026,3036,0.14838070059484468,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,6,,345,3026,3036,0.1140118968935889,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,7,,340,3026,3036,0.11235955056179775,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,8,,453,3026,3036,0.14970257766027759,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,9,,171,3026,3036,0.0565102445472571,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q106,risktaking,scale_1_10,10,,235,3026,3036,0.07766027759418374,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
CHN,Q107,risktaking,scale_1_10,1,nan,197,3003,3036,0.0656010656010656,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,2,,179,3003,3036,0.05960705960705961,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,3,,291,3003,3036,0.0969030969030969,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,4,,219,3003,3036,0.07292707292707293,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,5,,593,3003,3036,0.19746919746919747,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,6,,371,3003,3036,0.12354312354312354,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,7,,277,3003,3036,0.09224109224109224,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,8,,395,3003,3036,0.13153513153513152,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,9,,224,3003,3036,0.07459207459207459,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q107,risktaking,scale_1_10,10,,257,3003,3036,0.08558108558108558,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
CHN,Q109,risktaking,scale_1_10,1,nan,761,3021,3036,0.2519033432638199,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,2,,503,3021,3036,0.16650115855676928,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,3,,552,3021,3036,0.182720953326713,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,4,,280,3021,3036,0.09268454154253558,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,5,,477,3021,3036,0.15789473684210525,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,6,,164,3021,3036,0.05428666004634227,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,7,,102,3021,3036,0.033763654419066536,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,8,,91,3021,3036,0.030122476001324065,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,9,,38,3021,3036,0.012578616352201259,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q109,risktaking,scale_1_10,10,,53,3021,3036,0.017543859649122806,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
CHN,Q174,posrecip,single_choice_2,1,To follow religious norms and ceremonies,769,2974,3036,0.2585743106926698,1,Which of the following statements do you agree with most: The basic meaning of religion is to follow religious norms and ceremonies; The basic meaning of religion is to do good to other people?
CHN,Q174,posrecip,single_choice_2,2,To do good to other people / To make sense of life after death,2205,2974,3036,0.7414256893073302,1,Which of the following statements do you agree with most: The basic meaning of religion is to follow religious norms and ceremonies; The basic meaning of religion is to do good to other people?
CHN,Q176,negrecip,scale_1_10,1,Completely agree,320,2987,3036,0.10713090056913291,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,2,2,180,2987,3036,0.06026113157013726,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,3,3,330,2987,3036,0.11047874121191831,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,4,4,314,2987,3036,0.10512219618346166,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,5,5,586,2987,3036,0.19618346166722464,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,6,6,359,2987,3036,0.12018747907599599,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,7,7,253,2987,3036,0.08470036826247071,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,8,8,286,2987,3036,0.09574824238366254,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,9,9,137,2987,3036,0.04586541680616003,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q176,negrecip,scale_1_10,10,Completely disagree,222,2987,3036,0.07432206226983595,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
CHN,Q177,negrecip,scale_1_10,1,Never justifiable,1136,3024,3036,0.37566137566137564,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,2,2,361,3024,3036,0.11937830687830688,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,3,3,374,3024,3036,0.12367724867724868,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,4,4,235,3024,3036,0.07771164021164022,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,5,5,352,3024,3036,0.1164021164021164,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,6,6,180,3024,3036,0.05952380952380952,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,7,7,120,3024,3036,0.03968253968253968,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,8,8,125,3024,3036,0.04133597883597884,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,9,9,41,3024,3036,0.013558201058201057,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q177,negrecip,scale_1_10,10,Always justifiable,100,3024,3036,0.03306878306878307,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,1,Never justifiable,2283,3029,3036,0.7537140970617365,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,2,2,353,3029,3036,0.11654011224826676,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,3,3,177,3029,3036,0.058435127104655,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,4,4,52,3029,3036,0.017167381974248927,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,5,5,55,3029,3036,0.018157807857378673,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,6,6,27,3029,3036,0.008913832948167713,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,7,7,16,3029,3036,0.005282271376691978,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,8,8,19,3029,3036,0.006272697259821723,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,9,9,9,3029,3036,0.0029712776493892373,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q178,risktaking,scale_1_10,10,Always justifiable,38,3029,3036,0.012545394519643446,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,1,Never justifiable,2633,3029,3036,0.8692637834268736,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,2,2,225,3029,3036,0.07428194123473093,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,3,3,87,3029,3036,0.02872235061076263,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,4,4,24,3029,3036,0.007923407065037967,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,5,5,16,3029,3036,0.005282271376691978,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,6,6,8,3029,3036,0.002641135688345989,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,7,7,6,3029,3036,0.0019808517662594917,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,8,8,3,3029,3036,0.0009904258831297458,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,9,9,3,3029,3036,0.0009904258831297458,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q179,negrecip,scale_1_10,10,Always justifiable,24,3029,3036,0.007923407065037967,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q195,negrecip,scale_1_10,1,Never justifiable,835,3023,3036,0.27621567978828976,1,"Do you think death penalty can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q195,negrecip,scale_1_10,2,2,148,3023,3036,0.04895798875289448,1,"Do you think death penalty can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q195,negrecip,scale_1_10,3,3,122,3023,3036,0.04035726099900761,1,"Do you think death penalty can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q195,negrecip,scale_1_10,4,4,82,3023,3036,0.027125372146873966,1,"Do you think death penalty can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q195,negrecip,scale_1_10,5,5,301,3023,3036,0.09956996361230566,1,"Do you think death penalty can always be justified, never be justified, or something in between? Answer on a 10-point scale."
CHN,Q195,negrecip,scale_1_10,6,6,186,3023,3036,0.061528283162421434,1,"Do you think death penalty can always be justified, never be justified, or something in between? Answer on a 10-point scale."
