arm,country,item,dimension,raw,normalized,human_available,tvd
uniform,DEU,Q109,risktaking,5.5,0.5,True,0.36427145708582837
human,DEU,Q109,risktaking,3.4624085163007319,0.27360094625563686,True,0
adapter,DEU,Q174,posrecip,0.0028009269671209007,0.0028009269671209007,True,0.55550295995867427
adapter_persona,DEU,Q174,posrecip,0.0073458272196294024,0.0073458272196294024,True,0.55095805970616563
armA,DEU,Q174,posrecip,0.46006748452782631,0.46006748452782631,True,0.098236402397968797
armB,DEU,Q174,posrecip,0,0,True,0.55830388692579502
base,DEU,Q174,posrecip,0.0071214287457351012,0.0071214287457351012,True,0.55118245818005995
base_fixed_USA,DEU,Q174,posrecip,0.0062899021368924002,0.0062899021368924002,True,0.55201398478890273
persona,DEU,Q174,posrecip,0.0055549247036911003,0.0055549247036911003,True,0.55274896222210401
uniform,DEU,Q174,posrecip,0.5,0.5,True,0.058303886925795051
human,DEU,Q174,posrecip,0.55830388692579502,0.55830388692579502,True,0
adapter,DEU,Q176,negrecip,5.4536011557396424,0.49484457285996025,True,0.60886540570474224
adapter_persona,DEU,Q176,negrecip,5.3258909276103186,0.48065454751225761,True,0.44519676688172038
armA,DEU,Q176,negrecip,5.352867379784584,0.48365193108717602,True,0.15771535679676299
armB,DEU,Q176,negrecip,1,0,True,0.91638795986622079
base,DEU,Q176,negrecip,5.5248470768246758,0.5027607863138529,True,0.59415271882584209
base_fixed_USA,DEU,Q176,negrecip,5.5807928879954485,0.50897698755504983,True,0.58588400482437686
persona,DEU,Q176,negrecip,5.4700479981131558,0.49667199979035065,True,0.55604656013508436
uniform,DEU,Q176,negrecip,5.5,0.5,True,0.14782608695652177
human,DEU,Q176,negrecip,5.9959866220735787,0.55510962467484204,True,0
adapter,DEU,Q177,negrecip,9.3591414905613561,0.92879349895126184,True,0.16035132849830866
adapter_persona,DEU,Q177,negrecip,7.5497159468684245,0.72774621631871383,True,0.47555414861126571
armA,DEU,Q177,negrecip,5.3528673797845823,0.4836519310871758,True,0.6913231805354112
armB,DEU,Q177,negrecip,1,0,True,0.99340369393139838
base,DEU,Q177,negrecip,9.2714888886603468,0.91905432096226081,True,0.15433213759888506
base_fixed_USA,DEU,Q177,negrecip,9.274825983144984,0.91942510923833154,True,0.15639983448102721
persona,DEU,Q177,negrecip,9.0711930163611765,0.89679922404013068,True,0.14595781356603912
uniform,DEU,Q177,negrecip,5.5,0.5,True,0.67730870712401059
human,DEU,Q177,negrecip,9.4617414248021117,0.94019349164467902,True,0
adapter,DEU,Q178,risktaking,5.4013494946153306,0.48903883273503673,True,0.85002412810465511
adapter_persona,DEU,Q178,risktaking,5.1895665496021994,0.46550739440024436,True,0.74757705848095013
armA,DEU,Q178,risktaking,5.4777570590376854,0.49752856211529839,True,0.58865696013591307
armB,DEU,Q178,risktaking,1,0,True,0.31999999999999995
base,DEU,Q178,risktaking,6.0472899274888281,0.56080999194320313,True,0.81553669536623463
base_fixed_USA,DEU,Q178,risktaking,5.9162516417148865,0.54625018241276513,True,0.81461028071614872
persona,DEU,Q178,risktaking,5.844194476994236,0.53824383077713733,True,0.83114496106986946
uniform,DEU,Q178,risktaking,5.5,0.5,True,0.59081967213114761
human,DEU,Q178,risktaking,1.8295081967213114,0.092167577413479043,True,0
adapter,DEU,Q179,negrecip,9.5627652089175896,0.95141835654639884,True,0.098986731547360041
adapter_persona,DEU,Q179,negrecip,9.2151457032793456,0.91279396703103843,True,0.14338799218475387
armA,DEU,Q179,negrecip,5.3528673797845823,0.4836519310871758,True,0.80836044766934567
armB,DEU,Q179,negrecip,1,0,True,1
base,DEU,Q179,negrecip,9.4694291359763909,0.94104768177515452,True,0.087738960506439076
base_fixed_USA,DEU,Q179,negrecip,9.4510912345383602,0.93901013717092896,True,0.09415760429649471
persona,DEU,Q179,negrecip,9.8316719405587474,0.98129688228430523,True,0.085743919686624273
uniform,DEU,Q179,negrecip,5.5,0.5,True,0.80052356020942406
human,DEU,Q179,negrecip,9.8376963350785349,0.98196625945317051,True,0
adapter,DEU,Q195,negrecip,5.1071881654796112,0.45635424060884566,True,0.79099374202108053
adapter_persona,DEU,Q195,negrecip,3.2494416256406309,0.24993795840451455,True,0.33097086000750126
armA,DEU,Q195,negrecip,5.352867379784584,0.48365193108717602,True,0.52604054708386361
armB,DEU,Q195,negrecip,1,0,True,0.36574074074074076
base,DEU,Q195,negrecip,5.6019156309017575,0.51132395898908412,True,0.75859687276794363
base_fixed_USA,DEU,Q195,negrecip,5.5195581846511379,0.50217313162790422,True,0.75459004566636978
persona,DEU,Q195,negrecip,2.0471499446329853,0.11634999384810947,True,0.19684073584564887
uniform,DEU,Q195,negrecip,5.5,0.5,True,0.53425925925925932
human,DEU,Q195,negrecip,2.5257936507936507,0.16953262786596118,True,0
adapter,EGY,Q43,patience,1.9819259986149682,0.4909629993074841,True,0.9415965785845597
adapter_persona,EGY,Q43,patience,1.8607885051042021,0.43039425255210106,True,0.80297445495317543
armA,EGY,Q43,patience,1.808402746915817,0.40420137345790852,True,0.6630538011617606
armB,EGY,Q43,patience,1,0,True,0.93595217762596072
base,EGY,Q43,patience,1.9720544194523646,0.4860272097261823,True,0.87904874469254812
base_fixed_USA,EGY,Q43,patience,1.9654621002804156,0.48273105014020778,True,0.87428899083099088
persona,EGY,Q43,patience,2.1734006141404949,0.58670030707024745,True,0.62019571562247777
uniform,EGY,Q43,patience,2,0.5,True,0.57187588955308855
human,EGY,Q43,patience,2.8411614005123824,0.92058070025619121,True,0
adapter,EGY,Q50,patience,6.3021517290361793,0.58912796989290883,True,0.7132930417950899
adapter_persona,EGY,Q50,patience,5.5062997567043679,0.50069997296715196,True,0.31646126096600008
armA,EGY,Q50,patience,5.3084027469158164,0.47871141632397962,True,0.19406945831708589
armB,EGY,Q50,patience,1,0,True,0.86238532110091737
base,EGY,Q50,patience,6.3205390561708779,0.59117100624120866,True,0.6704822072038874
base_fixed_USA,EGY,Q50,patience,6.3070745276425102,0.58967494751583449,True,0.66725063816260566
persona,EGY,Q50,patience,5.4552000279619488,0.49502222532910545,True,0.4723487084220182
uniform,EGY,Q50,patience,5.5,0.5,True,0.20984153461217681
human,EGY,Q50,patience,4.6939115929941622,0.41043462144379578,True,0
adapter,EGY,Q57,trust,0.87407723516486768,0.87407723516486768,True,0.80056010901616259
adapter_persona,EGY,Q57,trust,0.0083157787616436052,0.0083157787616436052,True,0.065201347387061501
armA,EGY,Q57,trust,0.8045104444026947,0.8045104444026947,True,0.73099331825398961
armB,EGY,Q57,trust,1,1,True,0.92648287385129491
base,EGY,Q57,trust,0.26588047309981694,0.26588047309981694,True,0.19236334695111182
base_fixed_USA,EGY,Q57,trust,0.24508501313237169,0.24508501313237169,True,0.17156788698366662
persona,EGY,Q57,trust,0.0031726828424851004,0.0031726828424851004,True,0.07034444330622
uniform,EGY,Q57,trust,0.5,0.5,True,0.42648287385129491
human,EGY,Q57,trust,0.073517126148705092,0.073517126148705092,True,0
adapter,EGY,Q58,trust,3.6822177088570061,0.89407256961900206,True,0.25736551908276389
adapter_persona,EGY,Q58,trust,3.4205459667512015,0.80684865558373386,True,0.48589293748510903
armA,EGY,Q58,trust,2.8045104444026943,0.60150348146756472,True,0.58514367858385086
armB,EGY,Q58,trust,4,1,True,0.065833333333333327
base,EGY,Q58,trust,3.4824117207947269,0.82747057359824228,True,0.44553275000602405
base_fixed_USA,EGY,Q58,trust,3.4583392679043596,0.81944642263478651,True,0.46885525221436075
persona,EGY,Q58,trust,3.6086282517266142,0.86954275057553809,True,0.31625913891960672
uniform,EGY,Q58,trust,2.5,0.5,True,0.6841666666666667
human,EGY,Q58,trust,3.9266666666666667,0.97555555555555562,True,0
adapter,EGY,Q59,trust,3.0039256677696748,0.66797522258989162,True,0.47618545532169809
adapter_persona,EGY,Q59,trust,2.9363197535144785,0.64543991783815946,True,0.33595979702608164
armA,EGY,Q59,trust,2.8045104444026943,0.60150348146756472,True,0.23594609006253059
armB,EGY,Q59,trust,4,1,True,0.64136780650542125
base,EGY,Q59,trust,2.9832703265110219,0.66109010883700725,True,0.40423835508931871
base_fixed_USA,EGY,Q59,trust,2.983595522284181,0.6611985074280603,True,0.4077363278071629
persona,EGY,Q59,trust,2.9203544762017666,0.64011815873392219,True,0.25987757712569998
uniform,EGY,Q59,trust,2.5,0.5,True,0.35738115095913259
human,EGY,Q59,trust,3.1901584653878232,0.73005282179594111,True,0
adapter,EGY,Q60,trust,3.1576522849789037,0.7192174283263012,True,0.42444254014281346
adapter_persona,EGY,Q60,trust,3.0837905625647526,0.6945968541882509,True,0.33605513457357405
armA,EGY,Q60,trust,2.8045104444026943,0.60150348146756472,True,0.26430305419931127
armB,EGY,Q60,trust,4,1,True,0.53127606338615518
base,EGY,Q60,trust,3.1813854330712408,0.72712847769041355,True,0.38810553211186444
base_fixed_USA,EGY,Q60,trust,3.1939495615702511,0.731316520523417,True,0.37612664283585984
persona,EGY,Q60,trust,3.0183304474969699,0.67277681583232329,True,0.36543672869186677
uniform,EGY,Q60,trust,2.5,0.5,True,0.38573811509591327
human,EGY,Q60,trust,3.3402835696413677,0.78009452321378925,True,0
adapter,EGY,Q61,trust,2.9551917745002521,0.65173059150008406,True,0.77147595468393826
adapter_persona,EGY,Q61,trust,2.6754636218270766,0.55848787394235888,True,0.49261243610795424
armA,EGY,Q61,trust,2.8045104444026943,0.60150348146756472,True,0.42680418841338053
armB,EGY,Q61,trust,4,1,True,0.98657718120805382
base,EGY,Q61,trust,2.8851287746917778,0.62837625823059262,True,0.69181042565044348
base_fixed_USA,EGY,Q61,trust,2.8862271848811716,0.62874239496039053,True,0.69384840578588014
persona,EGY,Q61,trust,2.2650010595547694,0.42166701985158977,True,0.28338666369121468
uniform,EGY,Q61,trust,2.5,0.5,True,0.30536912751677858
human,EGY,Q61,trust,1.9035234899328859,0.3011744966442953,True,0
adapter,EGY,Q62,trust,3.0023181564179247,0.66743938547264159,True,0.54540788012106989
adapter_persona,EGY,Q62,trust,2.8041707957819826,0.60139026526066086,True,0.33863068994494894
armA,EGY,Q62,trust,2.8045104444026943,0.60150348146756472,True,0.31158076215106467
armB,EGY,Q62,trust,4,1,True,0.92542372881355928
base,EGY,Q62,trust,2.9828848533647601,0.66096161778825335,True,0.50644628742767506
base_fixed_USA,EGY,Q62,trust,2.9830138094600915,0.66100460315336385,True,0.51252810014119188
persona,EGY,Q62,trust,2.7405788166249057,0.58019293887496859,True,0.23593531308300664
uniform,EGY,Q62,trust,2.5,0.5,True,0.29661016949152541
human,EGY,Q62,trust,2.464406779661017,0.488135593220339,True,0
adapter,EGY,Q63,trust,3.0009440372723479,0.66698134575744927,True,0.81038739735578835
adapter_persona,EGY,Q63,trust,2.8191324571416421,0.60637748571388073,True,0.6239105022451199
armA,EGY,Q63,trust,2.8045104444026943,0.60150348146756472,True,0.43238912450084233
armB,EGY,Q63,trust,4,1,True,0.98674911660777387
base,EGY,Q63,trust,2.9781201320889199,0.6593733773629733,True,0.76398773037846657
base_fixed_USA,EGY,Q63,trust,2.9708565747832969,0.6569521915944323,True,0.75806731860311416
persona,EGY,Q63,trust,2.7564947894080065,0.58549826313600217,True,0.54034847143032583
uniform,EGY,Q63,trust,2.5,0.5,True,0.31095406360424027
human,EGY,Q63,trust,1.8507067137809188,0.28356890459363959,True,0
adapter,EGY,Q64,trust,2.7153330333041668,0.57177767776805555,True,0.32408116667361175
adapter_persona,EGY,Q64,trust,2.8936205735331342,0.63120685784437802,True,0.071895114623200196
armA,EGY,Q64,trust,2.8045104444026943,0.60150348146756472,True,0.12997496895944483
armB,EGY,Q64,trust,4,1,True,0.67433930093776639
base,EGY,Q64,trust,2.7263790113469155,0.57545967044897184,True,0.26820848513713014
base_fixed_USA,EGY,Q64,trust,2.7121755996547465,0.57072519988491555,True,0.26611428068220033
persona,EGY,Q64,trust,2.7215967821652103,0.57386559405507009,True,0.1488395083003492
uniform,EGY,Q64,trust,2.5,0.5,True,0.22804774083546464
human,EGY,Q64,trust,2.9735720375106562,0.65785734583688538,True,0
adapter,EGY,Q73,trust,2.3941550007716934,0.46471833359056447,True,0.55542626838330222
adapter_persona,EGY,Q73,trust,2.3646011862785046,0.45486706209283484,True,0.486063938948885
armA,EGY,Q73,trust,2.8045104444026943,0.60150348146756472,True,0.52831765198971936
armB,EGY,Q73,trust,4,1,True,0.99493927125506076
base,EGY,Q73,trust,2.5145573184215806,0.50485243947386016,True,0.54836935112022056
base_fixed_USA,EGY,Q73,trust,2.4940816124279097,0.49802720414263657,True,0.54830255963928454
persona,EGY,Q73,trust,2.0772789107152154,0.35909297023840514,True,0.49192055294037901
uniform,EGY,Q73,trust,2.5,0.5,True,0.40688259109311742
human,EGY,Q73,trust,1.5404858299595141,0.18016194331983804,True,0
adapter,EGY,Q81,posrecip,3.0490214209411959,0.683007140313732,True,0.44319150684327058
adapter_persona,EGY,Q81,posrecip,3.0054870652535302,0.66849568841784335,True,0.22485792565219576
armA,EGY,Q81,posrecip,2.7849922478199005,0.5949974159399668,True,0.21867454611883652
armB,EGY,Q81,posrecip,4,1,True,0.87647690655209454
base,EGY,Q81,posrecip,2.9379301600301284,0.6459767200100428,True,0.35758994331448724
base_fixed_USA,EGY,Q81,posrecip,2.933953426269869,0.64465114208995633,True,0.34485302012635805
persona,EGY,Q81,posrecip,2.7626042755671678,0.58753475852238923,True,0.15846572193308966
uniform,EGY,Q81,posrecip,2.5,0.5,True,0.19360902255639095
human,EGY,Q81,posrecip,2.4919441460794842,0.49731471535982807,True,0
adapter,EGY,Q99,altruism,1.2954728535817372,0.64773642679086862,True,0.81423969350859715
adapter_persona,EGY,Q99,altruism,1.2593048071845883,0.62965240359229413,True,0.8731834759982593
armA,EGY,Q99,altruism,1.3170730769634247,0.65853653848171234,True,0.80738585148164654
armB,EGY,Q99,altruism,2,1,True,0.99833194328607178
base,EGY,Q99,altruism,1.3304804228972185,0.66524021144860923,True,0.76496071780820163
base_fixed_USA,EGY,Q99,altruism,1.2792851299000041,0.63964256495000205,True,0.74496438335301129
persona,EGY,Q99,altruism,0.16793184410894413,0.083965922054472064,True,0.13701901924975779
uniform,EGY,Q99,altruism,1,0.5,True,0.66166249652488185
human,EGY,Q99,altruism,0.006672226855713094,0.003336113427856547,True,0
adapter,EGY,Q101,altruism,1.2905566564569351,0.64527832822846753,True,0.78945705731381932
adapter_persona,EGY,Q101,altruism,1.452830528173219,0.7264152640866095,True,0.91517587060310779
armA,EGY,Q101,altruism,1.3170730769634247,0.65853653848171234,True,0.75901220677772652
armB,EGY,Q101,altruism,2,1,True,0.98165137614678888
base,EGY,Q101,altruism,1.2246439946807794,0.61232199734038972,True,0.69636890948510155
base_fixed_USA,EGY,Q101,altruism,1.2169858475220729,0.60849292376103647,True,0.69670930544012544
persona,EGY,Q101,altruism,0.77593883583112944,0.38796941791556472,True,0.52196911334307694
uniform,EGY,Q101,altruism,1,0.5,True,0.61328885182096182
human,EGY,Q101,altruism,0.071726438698915762,0.035863219349457881,True,0
adapter,EGY,Q103,altruism,0.3412894362970007,0.17064471814850035,True,0.20701703979675265
adapter_persona,EGY,Q103,altruism,1.2649582225749463,0.63247911128747314,True,0.85334521877370473
armA,EGY,Q103,altruism,1.3170730769634247,0.65853653848171234,True,0.80905390819557477
armB,EGY,Q103,altruism,2,1,True,0.99749791492910755
base,EGY,Q103,altruism,0.65825133364359478,0.32912566682179739,True,0.39700525774257045
base_fixed_USA,EGY,Q103,altruism,0.64442636526289543,0.32221318263144771,True,0.38690488143742019
persona,EGY,Q103,altruism,0.15055888842342982,0.07527944421171491,True,0.11065272694701767
uniform,EGY,Q103,altruism,1,0.5,True,0.66333055323881007
human,EGY,Q103,altruism,0.0058381984987489572,0.0029190992493744786,True,0
adapter,EGY,Q106,risktaking,5.3281391151669073,0.48090434612965638,True,0.78391629354705428
adapter_persona,EGY,Q106,risktaking,5.2636868623572628,0.47374298470636256,True,0.48130735372519284
armA,EGY,Q106,risktaking,5.3595519065856925,0.48439465628729916,True,0.24021952836480723
armB,EGY,Q106,risktaking,1,0,True,0.93288590604026844
base,EGY,Q106,risktaking,5.3953451262379879,0.48837168069310977,True,0.72776909823247515
base_fixed_USA,EGY,Q106,risktaking,5.406422350591277,0.48960248339903079,True,0.72570272522957135
persona,EGY,Q106,risktaking,5.5055441294900778,0.50061601438778647,True,0.65008840204897034
uniform,EGY,Q106,risktaking,5.5,0.5,True,0.23003355704697986
human,EGY,Q106,risktaking,6.7449664429530198,0.63832960477255773,True,0
adapter,EGY,Q107,risktaking,5.0801463309978185,0.45334959233309097,True,0.59686953857482794
adapter_persona,EGY,Q107,risktaking,4.9144667284336609,0.43494074760374013,True,0.35580859145005672
armA,EGY,Q107,risktaking,5.3595519065856925,0.48439465628729916,True,0.18387018184414314
armB,EGY,Q107,risktaking,1,0,True,0.93596491228070178
base,EGY,Q107,risktaking,5.6201549906246182,0.51335055451384648,True,0.47011724429584489
base_fixed_USA,EGY,Q107,risktaking,5.6359970598218077,0.51511078442464531,True,0.47459036299695412
persona,EGY,Q107,risktaking,5.4913000314283078,0.49903333682536755,True,0.34597693655286443
uniform,EGY,Q107,risktaking,5.5,0.5,True,0.17368421052631577
human,EGY,Q107,risktaking,6.4043859649122803,0.60048732943469785,True,0
adapter,EGY,Q109,risktaking,5.3361308118407313,0.48179231242674792,True,0.75482680632551702
adapter_persona,EGY,Q109,risktaking,5.2482644007666313,0.47202937786295901,True,0.63328818389108266
armA,EGY,Q109,risktaking,5.3595519065856925,0.48439465628729916,True,0.41774291935603991
armB,EGY,Q109,risktaking,1,0,True,0.56414762741652025
base,EGY,Q109,risktaking,5.1869282284209106,0.46521424760232338,True,0.73114540883958679
base_fixed_USA,EGY,Q109,risktaking,5.2018321541790646,0.46687023935322941,True,0.73151453274477685
persona,EGY,Q109,risktaking,5.1297442842082654,0.45886047602314062,True,0.65116199988102164
uniform,EGY,Q109,risktaking,5.5,0.5,True,0.43655536028119513
human,EGY,Q109,risktaking,2.59402460456942,0.17711384495215776,True,0
adapter,EGY,Q174,posrecip,0.0012943680354542003,0.0012943680354542003,True,0.50518791372772642
adapter_persona,EGY,Q174,posrecip,0.016914915372927618,0.016914915372927618,True,0.48956736639025311
armA,EGY,Q174,posrecip,0.78499224781990051,0.78499224781990051,True,0.27850996605671985
armB,EGY,Q174,posrecip,1,1,True,0.49351771823681934
base,EGY,Q174,posrecip,0.0068504800266449006,0.0068504800266449006,True,0.49963180173653576
base_fixed_USA,EGY,Q174,posrecip,0.0062899021368924002,0.0062899021368924002,True,0.50019237962628826
persona,EGY,Q174,posrecip,0.13296424019782924,0.13296424019782924,True,0.37351804156535146
uniform,EGY,Q174,posrecip,0.5,0.5,True,0.006482281763180664
human,EGY,Q174,posrecip,0.50648228176318066,0.50648228176318066,True,0
adapter,EGY,Q176,negrecip,5.6996450679288326,0.52218278532542584,True,0.58188055741554368
adapter_persona,EGY,Q176,negrecip,5.90276538667122,0.54475170963013553,True,0.31955905215753899
armA,EGY,Q176,negrecip,5.5174179077148429,0.50193532307942701,True,0.16172802315692167
armB,EGY,Q176,negrecip,10,1,True,0.93950177935943069
base,EGY,Q176,negrecip,5.5936113303747339,0.51040125893052601,True,0.5522922752223085
base_fixed_USA,EGY,Q176,negrecip,5.5807928879954485,0.50897698755504983,True,0.54789973936061276
persona,EGY,Q176,negrecip,5.3532069794051029,0.48368966437834476,True,0.30157168352683089
uniform,EGY,Q176,negrecip,5.5,0.5,True,0.16014234875444838
human,EGY,Q176,negrecip,4.5747330960854091,0.39719256623171212,True,0
adapter,EGY,Q177,negrecip,9.9167950698710818,0.99075500776345349,True,0.28219372817872374
adapter_persona,EGY,Q177,negrecip,9.0032728015774879,0.88925253350860978,True,0.15656429376188158
armA,EGY,Q177,negrecip,5.5174179077148438,0.50193532307942712,True,0.60333421801329501
armB,EGY,Q177,negrecip,10,1,True,0.29571303587051617
base,EGY,Q177,negrecip,9.051640745751989,0.89462674952799881,True,0.14419024183398546
base_fixed_USA,EGY,Q177,negrecip,9.274825983144984,0.91942510923833154,True,0.16125370133574468
persona,EGY,Q177,negrecip,8.6783615477447391,0.85315128308274879,True,0.1359079512014213
uniform,EGY,Q177,negrecip,5.5,0.5,True,0.60428696412948379
human,EGY,Q177,negrecip,9.2108486439195101,0.91231651599105668,True,0
adapter,EGY,Q178,risktaking,6.0012910826497663,0.55569900918330739,True,0.81305213313660119
adapter_persona,EGY,Q178,risktaking,4.8522258688557098,0.42802509653952331,True,0.67848558412221283
armA,EGY,Q178,risktaking,5.3595519065856925,0.48439465628729916,True,0.63627091218096066
armB,EGY,Q178,risktaking,1,0,True,0.25589225589225589
base,EGY,Q178,risktaking,5.9943905335712824,0.55493228150792029,True,0.8425910881830101
base_fixed_USA,EGY,Q178,risktaking,5.9162516417148865,0.54625018241276513,True,0.84013878985121526
persona,EGY,Q178,risktaking,5.9152407777141391,0.54613786419045995,True,0.83290840230150065
uniform,EGY,Q178,risktaking,5.5,0.5,True,0.64595959595959607
human,EGY,Q178,risktaking,1.5925925925925926,0.065843621399176946,True,0
adapter,EGY,Q179,negrecip,9.9811319971701788,0.99790355524113095,True,0.042794169282704513
adapter_persona,EGY,Q179,negrecip,9.8338806750987953,0.98154229723319952,True,0.028126336414039155
armA,EGY,Q179,negrecip,5.5174179077148438,0.50193532307942712,True,0.85385896936498273
armB,EGY,Q179,negrecip,10,1,True,0.045188284518828475
base,EGY,Q179,negrecip,9.3965025858390394,0.93294473175989323,True,0.12090407641463047
base_fixed_USA,EGY,Q179,negrecip,9.4510912345383602,0.93901013717092896,True,0.10783921968824731
persona,EGY,Q179,negrecip,9.7044587539581677,0.96716208377312973,True,0.038245365662568774
uniform,EGY,Q179,negrecip,5.5,0.5,True,0.85481171548117163
human,EGY,Q179,negrecip,9.9338912133891206,0.99265457926545786,True,0
adapter,EGY,Q195,negrecip,4.7172060945261771,0.41302289939179748,True,0.53377092425085249
adapter_persona,EGY,Q195,negrecip,2.7344016665142208,0.19271129627935787,True,0.56873304657944135
armA,EGY,Q195,negrecip,5.5174179077148429,0.50193532307942701,True,0.28986118144548412
armB,EGY,Q195,negrecip,10,1,True,0.72719449225473332
base,EGY,Q195,negrecip,5.5461014634387933,0.5051223848265326,True,0.53585299468150605
base_fixed_USA,EGY,Q195,negrecip,5.5195581846511379,0.50217313162790422,True,0.53246462867166255
persona,EGY,Q195,negrecip,5.9552792658634806,0.55058658509594227,True,0.43607599256265928
uniform,EGY,Q195,negrecip,5.5,0.5,True,0.29070567986230639
human,EGY,Q195,negrecip,6.6385542168674698,0.62650602409638556,True,0
adapter,GBR,Q43,patience,1.968082296840254,0.48404114842012702,True,0.59058915833008219
adapter_persona,GBR,Q43,patience,1.3888375696526833,0.19441878482634167,True,0.18621010464218635
armA,GBR,Q43,patience,2.2675123512744904,0.63375617563724518,True,0.2875176612200071
armB,GBR,Q43,patience,3,1,True,0.81135943247125542
base,GBR,Q43,patience,1.9772230264275823,0.48861151321379115,True,0.54952496825779462
base_fixed_USA,GBR,Q43,patience,1.9654621002804156,0.48273105014020778,True,0.5283902169226331
persona,GBR,Q43,patience,1.9740605719445734,0.4870302859722867,True,0.55238434039749063
uniform,GBR,Q43,patience,2,0.5,True,0.14469276580458879
human,GBR,Q43,patience,1.75251255430441,0.376256277152205,True,0
adapter,GBR,Q50,patience,6.7415375815106957,0.63794862016785503,True,0.64003766693582353
adapter_persona,GBR,Q50,patience,6.9051063175958296,0.65612292417731444,True,0.32468688885577091
armA,GBR,Q50,patience,5.7675123512744895,0.52972359458605434,True,0.22277927419716531
armB,GBR,Q50,patience,10,1,True,0.89347984185558693
base,GBR,Q50,patience,6.2781176192182144,0.58645751324646822,True,0.57556520549908152
base_fixed_USA,GBR,Q50,patience,6.3070745276425102,0.58967494751583449,True,0.58176962376551078
persona,GBR,Q50,patience,5.816637082190601,0.53518189802117788,True,0.69566958194503936
uniform,GBR,Q50,patience,5.5,0.5,True,0.24602337507817235
human,GBR,Q50,patience,6.7307231869242496,0.63674702076936107,True,0
adapter,GBR,Q57,trust,0.99330714907571516,0.99330714907571516,True,0.5320534951991247
adapter_persona,GBR,Q57,trust,0.52342034893632383,0.52342034893632383,True,0.062166695059733323
armA,GBR,Q57,trust,0.61735102534294128,0.61735102534294128,True,0.15609737146635078
armB,GBR,Q57,trust,1,1,True,0.53874634612340944
base,GBR,Q57,trust,0.2689414213699951,0.2689414213699951,True,0.19231223250659538
base_fixed_USA,GBR,Q57,trust,0.24508501313237169,0.24508501313237169,True,0.21616864074421877
persona,GBR,Q57,trust,0.2942149721629887,0.2942149721629887,True,0.16703868171360176
uniform,GBR,Q57,trust,0.5,0.5,True,0.03874634612340952
human,GBR,Q57,trust,0.46125365387659051,0.46125365387659051,True,0
adapter,GBR,Q58,trust,3.7302095907509458,0.91006986358364861,True,0.091467214324692125
adapter_persona,GBR,Q58,trust,3.7259626725421233,0.90865422418070774,True,0.080761413086539433
armA,GBR,Q58,trust,2.6173510253429413,0.53911700844764709,True,0.51665398932020068
armB,GBR,Q58,trust,4,1,True,0.19702716700268103
base,GBR,Q58,trust,3.458967312914293,0.81965577097143105,True,0.35063113607668994
base_fixed_USA,GBR,Q58,trust,3.4583392679043596,0.81944642263478651,True,0.35049628417320033
persona,GBR,Q58,trust,3.591692662543974,0.86389755418132463,True,0.22975469118292599
uniform,GBR,Q58,trust,2.5,0.5,True,0.55297283299731892
human,GBR,Q58,trust,3.7779671813326061,0.92598906044420204,True,0
adapter,GBR,Q59,trust,3.0273580482294764,0.67578601607649214,True,0.31654246714033041
adapter_persona,GBR,Q59,trust,3.1367685604275626,0.71225618680918756,True,0.18100900731679959
armA,GBR,Q59,trust,2.6173510253429413,0.53911700844764709,True,0.37640217049190872
armB,GBR,Q59,trust,4,1,True,0.78903728550554875
base,GBR,Q59,trust,2.983595522284181,0.6611985074280603,True,0.26948229807983909
base_fixed_USA,GBR,Q59,trust,2.983595522284181,0.6611985074280603,True,0.26948229807983909
persona,GBR,Q59,trust,2.9935783978406416,0.6645261326135472,True,0.29395424038191731
uniform,GBR,Q59,trust,2.5,0.5,True,0.38700298719187753
human,GBR,Q59,trust,3.034750740247834,0.67825024674927803,True,0
adapter,GBR,Q60,trust,3.2934456225354722,0.76448187417849078,True,0.22917495336935911
adapter_persona,GBR,Q60,trust,3.5634863845838369,0.85449546152794564,True,0.082810873026139251
armA,GBR,Q60,trust,2.6173510253429413,0.53911700844764709,True,0.4296132062354705
armB,GBR,Q60,trust,4,1,True,0.49966590136411815
base,GBR,Q60,trust,3.1744187249712632,0.72480624165708774,True,0.33605298843176207
base_fixed_USA,GBR,Q60,trust,3.1939495615702511,0.731316520523417,True,0.31694205334125231
persona,GBR,Q60,trust,3.1998330133507871,0.73327767111692899,True,0.32071246670163406
uniform,GBR,Q60,trust,2.5,0.5,True,0.47653286661255773
human,GBR,Q60,trust,3.4740630740976806,0.82468769136589348,True,0
adapter,GBR,Q61,trust,2.955510960894935,0.65183698696497838,True,0.43849634063312282
adapter_persona,GBR,Q61,trust,3.0659268342473691,0.68864227808245637,True,0.38706345952892618
armA,GBR,Q61,trust,2.6173510253429413,0.53911700844764709,True,0.38579796755063611
armB,GBR,Q61,trust,4,1,True,0.97921128438875582
base,GBR,Q61,trust,2.8862271848811725,0.62874239496039086,True,0.36396928366128573
base_fixed_USA,GBR,Q61,trust,2.8862271848811716,0.62874239496039053,True,0.36396928366128567
persona,GBR,Q61,trust,2.9112146035384838,0.63707153451282794,True,0.38691148793564284
uniform,GBR,Q61,trust,2.5,0.5,True,0.38359164516225341
human,GBR,Q61,trust,2.4570449678118558,0.48568165593728524,True,0
adapter,GBR,Q62,trust,3.0072243161031236,0.66907477203437449,True,0.26338982207488665
