iso3,year,gdp_pc_ppp,gini,agri_empl
IDB,2015,6369.42234682599,,41.866189853399
IDB,2016,6379.73619945793,,42.2520481032073
IDB,2017,6424.09547786649,,41.1594991615889
IDB,2018,6540.02977425504,,39.9963388266467
IDB,2019,6597.29007423325,,39.8335572300383
IDN,2015,10893.6621142169,38.2,32.7770295687741
IDN,2016,11319.6634287738,36.9,31.5553329221477
IDN,2017,11772.5743296107,36.4,30.5222024429742
IDN,2018,12262.2310300771,36.3,29.4464900769988
IDN,2019,12757.7850854842,35.4,28.4631336137713
IDX,2015,3613.78023092134,,54.3694697290222
IDX,2016,3711.89606197188,,53.7199860721509
IDX,2017,3838.75766461121,,52.8258243379143
IDX,2018,3948.52787213757,,52.056309645029
IDX,2019,4056.85050579817,,51.3159569585999
IND,2015,6301.67346968236,,44.2796936892031
IND,2016,6741.14883185347,,43.2048505926307
IND,2017,7116.03659185396,,42.2671064682124
IND,2018,7492.62576755145,,41.2949989249141
IND,2019,7702.17634811957,,40.6518149993227
IRL,2015,80815.6415277345,31.8,5.32101226360809
IRL,2016,80760.0974145688,32.8,5.28052712454424
IRL,2017,87731.7897045734,31.4,5.0458993333045
IRL,2018,93115.8393498329,30.6,4.76307245854298
IRL,2019,96205.7961557005,30.3,4.42881782518225
IRN,2015,14841.9048340737,35.3,16.6262000477972
IRN,2016,15920.3718021202,35.9,16.1694614774384
IRN,2017,16167.9677224227,36.7,16.0696864089308
IRN,2018,15364.8049052614,37.4,16.029301547023
IRN,2019,14841.0751514998,36.5,16.3333671412063
IRQ,2015,13516.0271989173,,9.46441408054111
IRQ,2016,15016.0920644557,,8.9479793599827
IRQ,2017,14417.6306896454,,9.02787488227848
IRQ,2018,14456.2357053191,,8.89088391833978
IRQ,2019,14910.225032382,,8.52954667554379
ISL,2015,61820.3618857662,26.8,4.23885263520567
ISL,2016,64759.2275423229,27.2,3.8950105237093
ISL,2017,65462.5033306299,26.1,3.75622973823003
ISL,2018,66703.0219398003,26.6,4.02956118339603
ISL,2019,65994.9860038103,26.8,4.03613668687776
ISR,2015,40889.5989080834,39.7,1.02058117750629
ISR,2016,41914.5802977706,39.0,1.01795579773035
ISR,2017,42895.585129847,38.2,1.00424892927195
ISR,2018,43782.6526491689,38.6,0.922922006686316
ISR,2019,44492.1226967084,38.3,0.920851321319169
ITA,2015,47311.8255262709,35.4,3.75137163801591
ITA,2016,47987.8379581014,35.2,3.88444985202648
ITA,2017,48849.2183534756,35.9,3.78281502530874
ITA,2018,49355.8751913504,35.2,3.73909753402816
ITA,2019,49690.6298505274,34.6,3.87830880419639
JAM,2015,9931.89875715182,,17.7449074478575
JAM,2016,10179.2536486158,,16.7224670562586
JAM,2017,10391.0378224678,,16.7607997632023
JAM,2018,10636.0929784551,35.3,16.2611064537037
JAM,2019,10816.3720391154,,15.2306387135388
JOR,2015,10469.6306302225,,3.43812841701753
JOR,2016,10197.5044990617,,3.42868342180535
JOR,2017,10220.492781193,,3.37515414360984
JOR,2018,10183.0248366235,,3.74240874282297
JOR,2019,10168.3588523537,,3.35614007541066
JPN,2015,44589.3032854003,30.7,3.78330569236643
JPN,2016,44926.6202909525,31.8,3.66047703814595
JPN,2017,45693.3776080987,31.8,3.59733668825534
JPN,2018,46133.0225978718,32.9,3.51265896669884
JPN,2019,46055.3498672487,33.0,3.37543887644299
KAZ,2015,30893.7594851041,26.8,18.0128552002403
KAZ,2016,30758.3227260598,27.2,16.3281046197709
KAZ,2017,31524.4416339794,27.5,15.3632871855099
